Article,Serial,Batch,New Fixture,Status,Quantity
CRESW00480,M1WB303710,,L04,Available,1
CRESW00491,CD7F85K8,,UA Eyewear,Available,1
CRESW00503,A00F17AX,,L04,Available,1
CRESW00506,K0YD200500,,L05,Available,1
CRESW00532,H08G52E9,,L05,Available,1
CRESW00534,B32G74J9,,UA Eyewear,Available,1
CRESW00540,B16F47BG,,S07,Available,1
CRESW00542,T0YHF09330,,L05,Available,1
CRESW00543,G19G77B1,,L05,Available,1
CRESW00549,F0YLG00460,,UA Eyewear,Available,1
CRESW00554,D0YFK10680,,L06,Available,1
CRESW00557,B28F80EE,,UA Eyewear,Available,1
CRESW00558,A14G67AF,,UA Eyewear,Available,1
CRESW00559,B18F63KY,,UA Eyewear,Available,1
CRESW00560,B26F56L9,,L05,Available,1
CRESW00561,G05F92MW,,L05,Available,1
CRESW00563,F0YFZ02540,,L05,Available,1
CRESW00565,M1YD004150,,L04,Available,1
CRESW00568,F0YLW03930,,UA Eyewear,Available,1
CRESW00571,G09G57BH,,L05,Available,1
CRESW00573,B02G95B5,,L06,Available,1
CRESW00577,A62F88L6,,UA Eyewear,Available,1
CRESW00578,A07G97BB,,UA Eyewear,Available,1
CRESW00581,B14G59A3,,L04,Available,1
CRESW00584,B16G89CD,,UA Eyewear,Available,1
CRESW00587,CA3G02BW,,L05,Available,1
CRESW00589,C28G51J9,,L05,Available,1
CRESW00591,B32G97HM,,L06,Available,1
CRESW00593,D0YHM15530,,UA Eyewear,Available,1
CRESW00603,H22G16FR,,UA Eyewear,Available,1
CRESW00605,H12G28J6,,UA Eyewear,Available,1
CRESW00606,B57G14HF,,UA Eyewear,Available,1
CRESW00607,B74G62DF,,UA Eyewear,Available,1
CRESW00610,B46G09EX,,UA Eyewear,Available,1
CRESW00618,F0ZBL02620,,L04,Available,1
CRESW00620,B11G73MK,,S01,Available,1
CRESW00620,B17G68MH,,S01,Available,1
CRESW00622,A93G12LN,,S01,Available,1
CRESW00622,B26G11MS,,S01,Available,1
CRESW00625,H29G05MD,,S01,Available,1
CRESW00628,F0ZBP00210,,S01,Available,1
CRESW00629,F0YNY00590,,L04,Available,1
CRESW00633,T0YM502260,,UA Eyewear,Available,1
CRESW00633,T0YM503180,,L05,Available,1
CRESW00635,CA6G59K6,,L04,Available,1
CRESW00636,T0YM501030,,L05,Available,1
CRESW00638,M1YNR00420,,L04,Available,1
CRESW00639,M1YM401450,,S01,Available,1
CRESW00641,M1YM100500,,S01,Available,1
CRESW00642,G43G69KN,,UA Eyewear,Available,1
CRESW00643,G37G51KB,,S01,Available,1
CRESW00645,C42G14LA,,L04,Available,1
CRFC075007,,FR00,UA Fragance Women,Available,2
CRFC075008,,FR00,UA Fragance Women,Available,2
CRFC075011,,FR00,UA Fragance Women,Available,2
CRFC075013,,FR00,UA Fragance Women,Available,3
CRFC075016,,FR00,UA Fragance Women,Available,3
CRFC075017,,FR00,UA Fragance Women,Available,2
CRFC075024,,FR00,UA Fragance Women,Available,2
CRFG015005,,FR00,UA Fragance Women,Available,1
CRFG015010,,FR00,UA Fragance Women,Available,2
CRFG075002,,FR00,UA Fragance Women,Available,5
CRFG075003,,FR00,UA Fragance Women,Available,3
CRFG075004,,FR00,UA Fragance Women,Available,11
CRFG075010,,FR00,UA Fragance Women,Available,5
CRFH030002,,FR00,UA Fragance Women,Available,2
CRFH030011,,FR00,UA Fragance Women,Available,1
CRFH030016,,FR00,UA Fragance Women,Available,1
CRFH030019,,FR00,UA Fragance Women,Available,4
CRFH030020,,FR00,UA Fragance Women,Available,2
CRFH030023,,FR00,UA Fragance Men,Available,3
CRFH030027,,FR00,UA Fragance Men,Available,3
CRFH030027,,FR00,UA Fragance Women,Available,1
CRFH030030,,FR00,L07,Available,1
CRFH030033,,FR00,UA Fragance Women,Available,1
CRFH030034,,FR00,L07,Available,1
CRFH030035,,FR00,L07,Available,1
CRFH030035,,FR00,UA Fragance Women,Available,1
CRFH030037,,FR00,UA Fragance Women,Available,2
CRFH030038,,FR00,L07,Available,1
CRFH030038,,FR00,UA Fragance Women,Available,2
CRFH030039,,FR00,L07,Available,1
CRFH030039,,FR00,UA Fragance Women,Available,1
CRFH030042,,FR00,UA Fragance Women,Available,2
CRFH030044,,FR00,UA Fragance Women,Available,4
CRFH030100,,FR00,S01,Available,2
CRFH030106,,FR00,S01,Available,1
CRFH030107,,FR00,S01,Available,1
CRFH030108,,FR00,S01,Available,1
CRFH030109,,FR00,S01,Available,1
CRFH030111,,FR00,S01,Available,1
CRFH030112,,FR00,S01,Available,1
CRFH030113,,FR00,S01,Available,1
CRFH030114,,FR00,S01,Available,1
CRFI100002,,FR00,UA Fragance Women,Available,3
CRFI100003,,FR00,UA Fragance Women,Available,6
CRFI100004,,FR00,UA Fragance Women,Available,4
CRFJ100002,,FR00,UA Fragance Women,Available,5
CRFO000002,,FR00,UA Home,Available,4
CRFO000003,,FR00,UA Home,Available,4
CRFO000004,,FR00,S01,Available,1
CRFO000004,,FR00,UA Home,Available,3
CRFP100030,,FR00,S01,Available,1
CRFP100030,,FR00,UA Fragance Women,Available,3
CRFP327040,,FR00,S01,Available,1
CRFP327040,,FR00,UA Fragance Women,Available,3
CRFS075007,,FR00,S01,Available,2
CRFS075042,,FR00,S01,Available,1
CRFS075042,,FR00,S07,Available,1
CRFS075042,,FR00,UA Fragance Women,Available,1
CRFS075053,,FR00,UA Fragance,Available,6
CRFS327037,,FR00,S01,Available,1
CRFS327037,,FR00,S07,Available,1
CRFS327037,,FR00,UA Fragance Women,Available,2
CRFV015011,,FR00,UA Fragance Women,Available,1
CRFV015018,,FR00,UA Fragance Women,Available,2
CRFV045019,,FR00,UA Fragance Women,Available,2
CRFV075009,,FR00,UA Fragance Women,Available,5
CRFV075010,,FR00,UA Fragance Women,Available,2
CRFV075011,,FR00,UA Fragance Women,Available,2
CRFV075013,,FR00,UA Fragance Women,Available,2
CRFV075014,,FR00,UA Fragance Women,Available,2
CRFV075015,,FR00,UA Fragance Women,Available,2
CRFV075023,,FR00,UA Fragance Women,Available,2
CRFV075024,,FR00,UA Fragance Women,Available,1
CRFV075026,,FR00,UA Fragance Women,Available,5
CRFW080004,,FR00,UA Fragance Men,Available,3
CRFW100002,,FR00,UA Fragance Men,Available,3
CRFX327040,,FR00,UA Fragance Women,Available,2
CRH4333752,MTU616,,C014,Available,1
CRH4348152,PPP619,,C011,Available,1
CRHPI01379,4314284503CX,,H02,Available,1
CRKD00LS02,,KD4E9T33,S02,Available,1
CRKD00LS05,,KD1PBN87,S02,Available,1
CRKD00LS05,,KD1PHN94,S02,Available,1
CRKD00LS05,,KD24AAEF,S02,Available,1
CRKD00LS05,,KD24NP58,S01,Available,1
CRKD00LS05,,KD28AAQ8,S06,Available,1
CRKD00LS05,,KD28AK89,S02,Available,1
CRKD00LS05,,KD28HAQ8,S02,Available,1
CRKD00LS05,,KD28HP57,S02,Available,1
CRKD00LS05,,KD28HY35,S02,Available,1
CRKD00LS05,,KD28XR03,S02,Available,1
CRKD00LS05,,KD2UAAP9,S06,Available,1
CRKD00LS05,,KD2UAK29,S06,Available,1
CRKD00LS05,,KD2UAS48,S02,Available,1
CRKD00LS05,,KD323L07,S06,Available,1
CRKD00LS05,,KD43AALG,S02,Available,1
CRKD00LS05,,KD43AM52,S06,Available,1
CRKD00LS05,,KD43JALJ,S06,Available,1
CRKD00LS05,,KD43JM52,S02,Available,1
CRKD00LS05,,KD48EN40,S02,Available,1
CRKD00LS05,,KD4G2R04,S06,Available,1
CRKD00LS05,,KD53AL07,S06,Available,1
CRKD00LS05,,KD53ML07,S02,Available,1
CRKD00LS05,,KD53MP40,S02,Available,1
CRKD00LS05,,KD53ZK97,S02,Available,1
CRKD00LS05,,KD5PHJ86,S02,Available,1
CRKD00LS05,,KD7JZS04,S06,Available,1
CRKD00LS05,,KD8CAP30,S06,Available,1
CRKD00LS05,,KD8CAR39,S06,Available,1
CRKD00LS05,,KD8CAU57,S06,Available,1
CRKD00LS05,,KD8GZM61,S02,Available,1
CRKD00LS05,,KDA4LALG,S06,Available,1
CRKD00LS06,,KD02AR04,S02,Available,1
CRKD00LS06,,KD02DAEF,S02,Available,1
CRKD00LS06,,KD05BL07,S06,Available,1
CRKD00LS06,,KD05QP40,S06,Available,1
CRKD00LS06,,KD06BL24,S06,Available,1
CRKD00LS06,,KD20CL07,S02,Available,1
CRKD00LS06,,KD20CS40,S02,Available,1
CRKD00LS06,,KD20HP40,S02,Available,1
CRKD00LS06,,KD20ML06,S02,Available,1
CRKD00LS06,,KD20MY26,S02,Available,1
CRKD00LS06,,KD20ZN85,S02,Available,1
CRKD00LS06,,KD20ZP30,S02,Available,1
CRKD00LS06,,KD22IK97,S02,Available,1
CRKD00LS06,,KD251S58,S02,Available,1
CRKD00LS06,,KD25AN94,S06,Available,1
CRKD00LS06,,KD25FL15,S06,Available,1
CRKD00LS06,,KD25JAMQ,S06,Available,1
CRKD00LS06,,KD25QN58,S06,Available,1
CRKD00LS06,,KD25TAMC,S02,Available,1
CRKD00LS06,,KD25TR04,S02,Available,1
CRKD00LS06,,KD25TY36,S02,Available,1
CRKD00LS06,,KD2H2N94,S06,Available,1
CRKD00LS06,,KD2HAR94,S06,Available,1
CRKD00LS06,,KD2HBY27,S02,Available,1
CRKD00LS06,,KD2HXS49,S02,Available,1
CRKD00LS06,,KD30EJ77,S02,Available,1
CRKD00LS06,,KD30IJ77,S02,Available,1
CRKD00LS06,,KD4NAAEG,S06,Available,1
CRKD00LS06,,KD4NAAEG,S02,Available,1
CRKD00LS06,,KD4NAAEG,,Available,1
CRKD00LS06,,KD4NQM52,S06,Available,1
CRKD00LS06,,KD4NWN58,S02,Available,1
CRKD00LS06,,KD4PAK29,S06,Available,1
CRKD00LS06,,KD4PAN94,S02,Available,1
CRKD00LS06,,KD4PBR58,S02,Available,1
CRKD00LS06,,KD4PJP49,S02,Available,1
CRKD00LS06,,KD5D2AM4,S06,Available,1
CRKD00LS06,,KD5D2P40,S06,Available,1
CRKD00LS06,,KD66HALT,S02,Available,1
CRKD00LS06,,KD66TAEF,S02,Available,1
CRKD00LS06,,KD69DP58,S06,Available,1
CRKD00LS06,,KD6B2R04,S06,Available,1
CRKD00LS06,,KD6C2K38,S02,Available,1
CRKD00LS06,,KD6CXR48,S06,Available,1
CRKD00LS06,,KD7ATJ77,S02,Available,1
CRKD00LS06,,KD7AZL24,S06,Available,1
CRKD00LS06,,KD7VAN31,S06,Available,1
CRKD00LS06,,KD7VQR86,S02,Available,1
CRKD00LS06,,KD855R03,S02,Available,1
CRKD00LS06,,KD98BK29,S06,Available,1
CRKD00LS06,,KD98BN57,S06,Available,1
CRKD00LS06,,KD98HM51,S02,Available,1
CRKD00LS06,,KD98JN30,S02,Available,1
CRKD00LS06,,KDA6TK97,S06,Available,1
CRKD00LS06,,KDA6TS49,S07,Available,1
CRKD00LS06,,KDAEL037,S06,Available,1
CRKD00LS06,,KDAELN58,S06,Available,1
CRKD00LS06,,KDAEZY27,S02,Available,1
CRKD00LS06,,KDAGYK29,S06,Available,2
CRKD00LS06,,KDALYAEG,S02,Available,1
CRKD00LS06,,KDALYL14,S02,Available,1
CRKD00LS06,,KDALYS48,S02,Available,1
CRKD00LS06,,KDALYY27,S06,Available,1
CRKD00LS07,,KD1LZM52,S02,Available,1
CRKD00LS07,,KD1M9R40,S02,Available,1
CRKD00LS07,,KD68JAEG,S06,Available,1
CRKD00LS07,,KD68JR04,S06,Available,1
CRKD00LS07,,KD82JAE0,S06,Available,1
CRKD00LS07,,KD82JY55,S01,Available,1
CRKD00LS07,,KD82JY55,S06,Available,1
CRKD00LS07,,KD93JAEG,S02,Available,1
CRKD00LS07,,KD93WN76,S02,Available,1
CRKD00LS07,,KD93XAE0,S01,Available,1
CRKD00LS07,,KD93XY27,S02,Available,1
CRKD00LS13,,KD43JT19,S06,Available,1
CRKD00LS14,,KD02XT19,S06,Available,1
CRKD00LS14,,KD651AN6,S06,Available,1
CRKD00LS14,,KD98SW25,S02,Available,1
CRKD00LS14,,KD98ZH69,S02,Available,1
CRKD00LS14,,KD98ZT19,S02,Available,1
CRKD00LS17,,KD1YBAK5,S02,Available,1
CRKD00LS17,,KD28X356,S06,Available,1
CRKD00LS17,,KD2UZAGP,S02,Available,1
CRKD00LS17,,KD53C391,S01,Available,1
CRKD00LS17,,KD5UHAFS,S02,Available,1
CRKD00LS18,,KD02AAJF,S02,Available,1
CRKD00LS18,,KD02D357,S02,Available,1
CRKD00LS18,,KD02DAC3,S06,Available,1
CRKD00LS18,,KD05A357,S06,Available,1
CRKD00LS18,,KD05E391,S06,Available,1
CRKD00LS18,,KD20A390,S01,Available,1
CRKD00LS18,,KD20AANW,S06,Available,1
CRKD00LS18,,KD25AAFW,S02,Available,1
CRKD00LS18,,KD25BAK0,S02,Available,1
CRKD00LS18,,KD2J9381,S06,Available,1
CRKD00LS18,,KD7UAAJH,S06,Available,1
CRKD00LS18,,KD98X382,S02,Available,1
CRKD00LS19,,KD93XAFS,S02,Available,1
CRKD00LS19,,KD95JAKG,S02,Available,1
CRKD00LS38,,KD02RG48,S06,Available,1
CRKD00LS41,,KD6UX382,S02,Available,2
CRKD00LS41,,KD6UXAFW,S06,Available,1
CRKD00LS41,,KD6VZAFW,S02,Available,1
CRKD00LS41,,KD6YJAJF,S06,Available,1
CRKD00LS41,,KD8QBAJG,S02,Available,1
CRKD00LS41,,KD8SZ381,S06,Available,1
CRKD00LS41,,KD8SZAKG,S06,Available,1
CRKD00LS41,,KD8TBAGP,S06,Available,1
CRKD00LS42,,KD5UHAFS,S02,Available,1
CRKD00LS42,,KD6UBR31,S02,Available,1
CRKD00LS42,,KD6UXS48,S06,Available,1
CRKD00LS42,,KD6VJL15,S06,Available,1
CRKD00LS42,,KD6YJAEG,S06,Available,1
CRKD00LS42,,KD6YJN58,S06,Available,1
CRKD00LS42,,KD6YJR04,S02,Available,1
CRKD00LS42,,KD8FAALL,S02,Available,1
CRKD00LS42,,KD8MAJ77,S06,Available,1
CRKD00LS42,,KD8MQAH1,S06,Available,1
CRKD00LS42,,KD8MQN57,S06,Available,1
CRKD00LS42,,KD8MQY52,S02,Available,1
CRKD00LS42,,KD8NA037,S06,Available,1
CRKD00LS42,,KD8NAAMP,S02,Available,1
CRKD00LS42,,KD8NAL14,S02,Available,1
CRKD00LS42,,KD8NBK29,S02,Available,1
CRKD00LS42,,KD8NBM18,S06,Available,1
CRKD00LS42,,KD8NBS49,S02,Available,1
CRKD00LS42,,KD8QBK29,S02,Available,1
CRKD00LS42,,KD8SAAEG,S06,Available,1
CRKD00LS42,,KD8SAR22,S06,Available,1
CRKD00LS42,,KD8SBK97,S06,Available,1
CRKD00LS42,,KD8SBN75,S06,Available,1
CRKD00LS42,,KD8SBN76,S06,Available,1
CRKD00LS42,,KD8SBR58,S02,Available,1
CRKD00LS42,,KD8SBS31,S02,Available,1
CRKD00LS42,,KD8TAN76,S06,Available,1
CRKD00LS42,,KD8TBN58,S06,Available,1
CRKD00LS42,,KD8TBR94,S01,Available,1
CRKD00LS42,,KD8TYN22,S02,Available,1
CRKD00LS42,,KDAJYAMP,S02,Available,1
CRKD00LS42,,KDAJYN04,S02,Available,1
CRKD00LS42,,KDB2AN58,S06,Available,1
CRKD00LS42,,KDB2AS49,S06,Available,1
CRKD00LS42,,KDB3AN58,S06,Available,1
CRKD00LS42,,KDB4AL15,S06,Available,1
CRKD00LS42,,KDB4BM52,S02,Available,1
CRKD00LS43,,KD8SBW01,S02,Available,1
CRKD00LS43,,KD8TAANB,S06,Available,1
CRKD00LS45,,KD8E9ABP,S02,Available,1
CRKD00LS45,,KDAALAJL,S06,Available,1
CRKD00LS45,,KDAAZABK,S06,Available,1
CRKD00LS45,,KDABLABP,S02,Available,1
CRKD00LS45,,KDABYAJK,S02,Available,1
CRKD00LS45,,KDATYATF,S02,Available,1
CRKD00LS46,,KD8E9Y27,S02,Available,1
CRKD00LS46,,KDAALAE0,S02,Available,1
CRKD00LS46,,KDAALJ77,S06,Available,1
CRKD00LS46,,KDABLM52,S02,Available,1
CRKD00LS46,,KDAT9N58,S06,Available,1
CRKD00LS46,,KDATL037,S06,Available,1
CRKD00LS46,,KDATLAMN,S02,Available,1
CRKD00LS46,,KDATLK29,S06,Available,1
CRKD00LS46,,KDATYAEG,S06,Available,1
CRKD00LS46,,KDATYN58,S06,Available,1
CRKD00LS46,,KDATYR40,S06,Available,1
CRKD00LS46,,KDAULN58,S06,Available,1
CRKD00LS46,,KDAULN87,S06,Available,1
CRKD00LS46,,KDAULR94,S06,Available,1
CRKD00LS46,,KDAUXS49,S07,Available,1
CRKD00LS46,,KDAVLJ77,S01,Available,1
CRKD00LS48,,KDATJW25,S02,Available,1
CRKD00LS48,,KDAUJW01,S02,Available,1
CRKD00LS48,,KDAULW01,S06,Available,1
CRKD00LS49,,KD47AN76,S06,Available,1
CRKD02AL07,,FR00,S02,Available,1
CRKD02AN85,,FR00,S02,Available,2
CRKD02AP40,,FR00,S02,Available,1
CRKD02AR13,,FR00,S02,Available,1
CRKD02AW01,,FR00,S02,Available,1
CRKD02XW01,,FR00,H05,Available,1
CRKD18BW25,,FR00,S02,Available,1
CRKD18IK29,,FR00,S06,Available,1
CRKD1HIK97,,FR00,S02,Available,1
CRKD1IJAK3,,FR00,S02,Available,1
CRKD1IJL04,,FR00,S02,Available,1
CRKD1M9N58,,FR00,S02,Available,1
CRKD1M9N87,,FR00,S02,Available,1
CRKD1PAK97,,FR00,S02,Available,2
CRKD1YAV52,,FR00,S02,Available,1
CRKD1YAX58,,FR00,S02,Available,1
CRKD20AL07,,FR00,H05,Available,1
CRKD20AP40,,FR00,S02,Available,1
CRKD20BL07,,FR00,S02,Available,1
CRKD22EK97,,FR00,H14,Available,1
CRKD25AL07,,FR00,S02,Available,1
CRKD25AN58,,FR00,S02,Available,1
CRKD25AW01,,FR00,S06,Available,1
CRKD25AW25,,FR00,S06,Available,2
CRKD25GP40,,FR00,S07,Available,1
CRKD25XP49,,FR00,S02,Available,1
CRKD25XS31,,FR00,S02,Available,1
CRKD28A037,,FR00,S02,Available,1
CRKD28AP40,,FR00,H14,Available,1
CRKD2G2Y52,,FR00,S02,Available,1
CRKD2H2037,,FR00,S02,Available,1
CRKD2H2K97,,FR00,S02,Available,1
CRKD2H2R04,,FR00,S06,Available,1
CRKD2HAM52,,FR00,S02,Available,1
CRKD2HAR04,,FR00,S02,Available,1
CRKD2HAY27,,AT00,S02,Available,1
CRKD2JXK97,,FR00,S02,Available,1
CRKD2JXM52,,FR00,S06,Available,1
CRKD2UHP30,,FR00,H06,Available,1
CRKD30H037,,FR00,S02,Available,1
CRKD30HN76,,FR00,S02,Available,1
CRKD39SW82,,FR00,S07,Available,1
CRKD3D2V23,,FR00,S02,Available,1
CRKD3JJL04,,FR00,S02,Available,1
CRKD43BK29,,FR00,S02,Available,1
CRKD43EK97,,FR00,S02,Available,1
CRKD43EM52,,FR00,S02,Available,1
CRKD44AJ40,,FR00,S02,Available,1
CRKD4G2R93,,FR00,S06,Available,1
CRKD4NAK97,,FR00,S02,Available,1
CRKD4NAY27,,AT00,S07,Available,1
CRKD4PBK97,,FR00,S02,Available,1
CRKD4PBW25,,FR00,S02,Available,1
CRKD4UJK97,,FR00,S02,Available,1
CRKD52G382,,AT00,S02,Available,1
CRKD53A391,,FR00,H13,Available,1
CRKD53AY36,,AT00,S06,Available,1
CRKD53CP40,,FR00,S06,Available,1
CRKD53DP40,,FR00,H14,Available,1
CRKD53DP40,,FR00,S01,Available,1
CRKD53DP40,,FR00,S06,Available,1
CRKD5D2Y27,,AT00,S06,Available,1
CRKD5LJM58,,AT00,S07,Available,1
CRKD65EK97,,FR00,S02,Available,2
CRKD68JR94,,FR00,S01,Available,3
CRKD68JR94,,FR00,S06,Available,2
CRKD6C2Y27,,AT00,S01,Available,1
CRKD6GAR04,,FR00,S06,Available,1
CRKD6KJAK3,,FR00,S02,Available,1
CRKD6UAALG,,FR00,S02,Available,2
CRKD6UAK29,,FR00,S02,Available,1
CRKD6UBK97,,FR00,S02,Available,1
CRKD6UBM18,,FR00,S02,Available,1
CRKD6UX348,,FR00,S02,Available,1
CRKD6UXAC0,,FR00,S02,Available,1
CRKD6UXAC5,,FR00,S02,Available,1
CRKD6UXAFM,,FR00,S02,Available,1
CRKD6VJ037,,FR00,S02,Available,1
CRKD6VJ348,,FR00,S02,Available,3
CRKD6VJ382,,AT00,S06,Available,1
CRKD6VJAC0,,FR00,S02,Available,3
CRKD6VJAFM,,FR00,S02,Available,2
CRKD6WX382,,FR00,S02,Available,1
CRKD6WXAFA,,FR00,S02,Available,1
CRKD6WXAKG,,FR00,S02,Available,1
CRKD6XJ348,,FR00,S02,Available,1
CRKD6XJAFG,,FR00,S02,Available,1
CRKD6XJAKA,,FR00,S02,Available,1
CRKD6XJAKG,,FR00,S02,Available,2
CRKD6YJ348,,FR00,S06,Available,1
CRKD6YJ382,,AT00,H14,Available,1
CRKD6YJAC0,,FR00,H14,Available,1
CRKD6YJAFG,,FR00,S06,Available,1
CRKD72A037,,FR00,S02,Available,1
CRKD7GJABM,,FR00,S02,Available,1
CRKD7UAP39,,FR00,S02,Available,1
CRKD7VAALU,,FR00,S06,Available,1
CRKD7VAP39,,CH00,S02,Available,1
CRKD7VAY35,,FR00,S06,Available,1
CRKD82JAJ3,,FR00,H14,Available,1
CRKD82JAJ3,,FR00,S06,Available,2
CRKD82JK29,,FR00,S06,Available,1
CRKD82JK29,,FR00,S02,Available,1
CRKD8DJABK,,FR00,S02,Available,1
CRKD8DJABL,,FR00,S02,Available,1
CRKD8DJABM,,FR00,S02,Available,1
CRKD8DJACY,,FR00,S02,Available,1
CRKD8DJAKX,,FR00,H06,Available,1
CRKD8EJABM,,FR00,S06,Available,1
CRKD8FAALG,,FR00,S02,Available,1
CRKD8FAK97,,FR00,S02,Available,1
CRKD8NAALG,,FR00,S06,Available,1
CRKD8NAM18,,FR00,S06,Available,1
CRKD8QAM18,,FR00,S02,Available,1
CRKD8SA037,,FR00,S06,Available,2
CRKD8SA348,,FR00,S02,Available,1
CRKD8SA382,,FR00,S02,Available,1
CRKD8SAAC0,,FR00,S02,Available,1
CRKD8SAAFM,,FR00,S02,Available,1
CRKD8SAARV,,FR00,S06,Available,1
CRKD8SAN58,,FR00,S06,Available,2
CRKD8TA348,,FR00,S01,Available,1
CRKD8TA348,,FR00,S02,Available,2
CRKD8TAAC0,,FR00,S02,Available,1
CRKD8TAAFM,,FR00,S02,Available,1
CRKD8TAARV,,CH00,S02,Available,1
CRKD8TAARV,,FR00,S02,Available,1
CRKD8TAARW,,FR00,S01,Available,1
CRKD8TAARW,,FR00,S02,Available,1
CRKD8TAK97,,FR00,S02,Available,1
CRKD8TAM18,,FR00,S06,Available,1
CRKD8TB348,,FR00,H04,Available,1
CRKD8TBAC0,,FR00,S06,Available,1
CRKD8TBAFM,,FR00,S02,Available,2
CRKD8TBARW,,FR00,S06,Available,1
CRKD8TBARX,,FR00,S06,Available,1
CRKD8TBK97,,FR00,S06,Available,1
CRKD8TBY27,,FR00,S06,Available,1
CRKD93XR94,,FR00,S02,Available,1
CRKD95JAK0,,FR00,S02,Available,1
CRKD95JK97,,FR00,S02,Available,1
CRKD95JM18,,FR00,S06,Available,2
CRKD98B037,,FR00,S06,Available,1
CRKD98BN58,,FR00,S02,Available,1
CRKD98XT19,,AT00,H08,Available,1
CRKDA3LM52,,FR00,S02,Available,1
CRKDA4Y037,,FR00,S02,Available,1
CRKDA4YK97,,FR00,S02,Available,1
CRKDA4YN76,,AT00,S07,Available,1
CRKDA4YR94,,FR00,S02,Available,1
CRKDA8A382,,FR00,S02,Available,1
CRKDA8B382,,FR00,S02,Available,1
CRKDAALABK,,AT00,S02,Available,1
CRKDAALABK,,CH00,S02,Available,1
CRKDAALABV,,FR00,S06,Available,1
CRKDAALACY,,FR00,S06,Available,1
CRKDAALAKX,,FR00,S06,Available,1
CRKDAALAKX,,FR00,S02,Available,1
CRKDABLAKX,,FR00,S06,Available,1
CRKDABYAEY,,FR00,S06,Available,1
CRKDABYAGR,,FR00,S06,Available,1
CRKDACLABM,,FR00,S02,Available,1
CRKDACLABO,,FR00,S02,Available,1
CRKDACLABP,,FR00,S02,Available,1
CRKDACLABU,,FR00,S02,Available,1
CRKDACLAKY,,FR00,S02,Available,1
CRKDADLJ83,,FR00,S02,Available,1
CRKDADLM24,,FR00,S02,Available,1
CRKDADLY93,,FR00,S02,Available,1
CRKDAELAEG,,FR00,S01,Available,1
CRKDAELAEG,,FR00,S02,Available,1
CRKDAELK97,,FR00,S02,Available,1
CRKDAELM52,,FR00,S02,Available,2
CRKDAEYN76,,FR00,S01,Available,1
CRKDAFLAEG,,FR00,S06,Available,1
CRKDAFLAEG,,FR00,S02,Available,1
CRKDAFLR04,,FR00,S06,Available,1
CRKDAFYM52,,FR00,S02,Available,1
CRKDAFYR04,,FR00,S02,Available,2
CRKDAFYS31,,FR00,S06,Available,1
CRKDAGYK97,,FR00,S02,Available,1
CRKDAGYN76,,FR00,S02,Available,1
CRKDAGYY52,,FR00,S02,Available,1
CRKDAHLK97,,FR00,S02,Available,1
CRKDAHLM18,,FR00,H06,Available,1
CRKDAJL348,,FR00,S02,Available,1
CRKDAJLAC0,,FR00,S02,Available,1
CRKDAJLAFM,,FR00,S02,Available,1
CRKDALY037,,FR00,S06,Available,1
CRKDALYN58,,FR00,H04,Available,1
CRKDALYN58,,FR00,S06,Available,1
CRKDALYN58,,FR00,S02,Available,1
CRKDALYN76,,FR00,S02,Available,2
CRKDAQL382,,FR00,S02,Available,1
CRKDAT9ADO,,FR00,S01,Available,1
CRKDATLABK,,FR00,S02,Available,1
CRKDATLABY,,FR00,S06,Available,1
CRKDATLAFY,,FR00,S06,Available,1
CRKDATLAKX,,FR00,S06,Available,2
CRKDATYABO,,FR00,S02,Available,1
CRKDATYAKX,,FR00,S02,Available,1
CRKDAULABM,,FR00,S01,Available,1
CRKDAULABM,,FR00,S06,Available,2
CRKDAULABO,,FR00,S06,Available,1
CRKDAULABO,,FR00,S02,Available,1
CRKDAULACY,,FR00,S02,Available,1
CRKDAULAKX,,FR00,S06,Available,2
CRL1002264,,10GIU,L05,Available,1
CRL1002265,,10GIU,UA Leather LG,Available,1
CRL1002269,,10GIU,L06,Available,1
CRL1002271,,10GIU,L06,Available,1
CRL1002273,,10GIU,L06,Available,1
CRL1002289,,10GIU,UA Leather LG,Available,1
CRL1002293,,10GIU,L04,Available,1
CRL1002295,,10EFB,UA Leather LG,Available,1
CRL1002295,,10GIU,UA Leather LG,Available,1
CRL1002296,,10EFB,L04,Available,1
CRL1002298,,10EFB,L04,Available,1
CRL1002303,,10EFB,L04,Available,1
CRL1002305,,10GIU,L04,Available,1
CRL1002305,,10GIU,UA Leather LG,Available,1
CRL1002306,,10GIU,UA Leather LG,Available,2
CRL1002309,,10GIU,UA Leather LG,Available,1
CRL1002310,,10GIU,L04,Available,1
CRL1002323,,10GIU,L05,Available,1
CRL1002324,,10GIU,UA Leather LG,Available,1
CRL1002325,,10BEN,UA Leather LG,Available,1
CRL1002325,,10EFB,L04,Available,1
CRL1002326,,10EFB,L05,Available,1
CRL1002326,,10GIU,UA Leather LG,Available,1
CRL1002345,,10GIU,L02,Available,1
CRL1002348,,10GIU,UA Leather LG,Available,1
CRL1002349,,10GIU,UA Leather LG,Available,1
CRL1002352,,10GIU,UA Leather LG,Available,1
CRL1002353,,10BEN,L05,Available,1
CRL1002353,,10EFB,UA Leather LG,Available,1
CRL1002354,,10GIU,S01,Available,1
CRL1002356,,10GIU,L05,Available,1
CRL1002357,,10BAG,UA Leather LG,Available,1
CRL1002357,,10BEN,L05,Available,1
